Individual,Female,Up,Cyan_Pays,Position1,Left1,Cyan1,Position2,Left2,Cyan2,Round,treatment,phase,first_draw_black,first_draw_favorable,switched,beu_left2,switching_error,starting_error
1,1,1,1,4,1,1,3,1,0,1,1,I,1,1,0,0.0,1,
1,1,1,1,3,0,1,4,0,1,2,1,I,1,1,0,0.0,0,
1,1,0,1,4,1,1,3,0,0,3,1,I,1,1,1,0.0,0,
1,1,1,1,3,0,1,3,0,1,4,1,I,1,1,0,0.0,0,
1,1,0,1,2,1,1,3,1,0,5,1,I,1,1,0,0.0,1,
1,1,1,1,2,0,1,2,0,1,6,1,I,1,1,0,0.0,0,
1,1,0,1,4,1,0,3,0,0,7,1,I,0,0,1,1.0,1,
1,1,0,1,4,0,0,4,1,0,8,1,I,0,0,1,1.0,0,
1,1,1,1,4,1,1,4,1,0,9,1,I,1,1,0,0.0,1,
1,1,1,1,4,0,1,4,0,1,10,1,I,1,1,0,0.0,0,
1,1,0,1,5,1,0,2,0,0,11,1,I,0,0,1,1.0,1,
1,1,0,1,2,0,0,6,1,1,12,1,I,0,0,1,1.0,0,
1,1,0,1,5,1,1,3,0,0,13,1,I,1,1,1,0.0,0,
1,1,1,1,3,0,1,3,0,1,14,1,I,1,1,0,0.0,0,
1,1,1,1,4,1,1,3,1,1,15,1,I,1,1,0,0.0,1,
1,1,0,1,3,0,0,5,1,0,16,1,I,0,0,1,1.0,0,
1,1,1,1,4,1,1,2,1,1,17,1,I,1,1,0,0.0,1,
1,1,0,1,3,0,0,3,1,0,18,1,I,0,0,1,1.0,0,
1,1,0,1,3,1,0,2,0,0,19,1,I,0,0,1,1.0,1,
1,1,1,1,2,0,1,5,0,1,20,1,I,1,1,0,0.0,0,
1,1,1,1,6,0,1,1,0,1,21,1,II,1,1,0,0.0,0,0.0
1,1,0,1,4,0,0,4,1,1,22,1,II,0,0,1,1.0,0,0.0
1,1,1,1,2,0,1,3,0,1,23,1,II,1,1,0,0.0,0,0.0
1,1,1,1,3,0,1,4,0,1,24,1,II,1,1,0,0.0,0,0.0
1,1,1,1,4,0,1,5,0,1,25,1,II,1,1,0,0.0,0,0.0
1,1,0,1,3,0,0,3,1,1,26,1,II,0,0,1,1.0,0,0.0
1,1,0,1,2,0,0,4,1,1,27,1,II,0,0,1,1.0,0,0.0
1,1,0,1,4,0,0,5,1,0,28,1,II,0,0,1,1.0,0,0.0
1,1,1,1,2,0,1,4,0,1,29,1,II,1,1,0,0.0,0,0.0
1,1,0,1,3,0,0,4,1,0,30,1,II,0,0,1,1.0,0,0.0
1,1,0,1,2,0,0,5,1,0,31,1,II,0,0,1,1.0,0,0.0
1,1,0,1,2,0,0,5,1,1,32,1,II,0,0,1,1.0,0,0.0
1,1,1,1,3,0,1,3,0,1,33,1,II,1,1,0,0.0,0,0.0
1,1,1,1,3,0,1,4,0,1,34,1,II,1,1,0,0.0,0,0.0
1,1,0,1,2,0,0,3,1,1,35,1,II,0,0,1,1.0,0,0.0
1,1,1,1,3,0,1,4,0,1,36,1,II,1,1,0,0.0,0,0.0
1,1,0,1,3,0,0,2,1,0,37,1,II,0,0,1,1.0,0,0.0
1,1,0,1,3,0,0,3,1,0,38,1,II,0,0,1,1.0,0,0.0
1,1,0,1,5,0,0,5,1,0,39,1,II,0,0,1,1.0,0,0.0
1,1,0,1,5,1,1,2,0,0,40,1,II,1,1,1,0.0,0,1.0
1,1,1,1,1,0,1,6,0,1,41,1,II,1,1,0,0.0,0,0.0
1,1,1,1,1,0,1,5,0,1,42,1,II,1,1,0,0.0,0,0.0
1,1,0,1,1,0,0,3,1,0,43,1,II,0,0,1,1.0,0,0.0
1,1,0,1,1,0,0,6,1,1,44,1,II,0,0,1,1.0,0,0.0
1,1,0,1,3,0,0,5,1,1,45,1,II,0,0,1,1.0,0,0.0
1,1,0,1,2,0,0,5,1,0,46,1,II,0,0,1,1.0,0,0.0
1,1,1,1,2,0,1,4,0,1,47,1,II,1,1,0,0.0,0,0.0
1,1,0,1,3,0,0,4,1,0,48,1,II,0,0,1,1.0,0,0.0
1,1,1,1,3,0,1,3,0,1,49,1,II,1,1,0,0.0,0,0.0
1,1,0,1,2,0,0,6,1,0,50,1,II,0,0,1,1.0,0,0.0
1,1,0,1,3,0,0,4,1,1,51,1,III,0,0,1,1.0,0,1.0
1,1,1,1,4,1,1,3,1,0,52,1,III,1,1,0,1.0,0,0.0
1,1,1,1,2,0,1,3,0,1,53,1,III,1,1,0,0.0,0,1.0
1,1,0,1,2,0,0,3,1,0,54,1,III,0,0,1,1.0,0,1.0
1,1,0,1,4,1,0,4,1,1,55,1,III,0,0,0,1.0,0,0.0
1,1,0,1,3,0,0,4,1,1,56,1,III,0,0,1,1.0,0,1.0
1,1,1,1,2,0,1,2,0,1,57,1,III,1,1,0,0.0,0,1.0
1,1,0,1,2,0,0,4,1,1,58,1,III,0,0,1,1.0,0,1.0
1,1,1,1,2,0,1,4,0,1,59,1,III,1,1,0,0.0,0,1.0
1,1,0,1,2,0,0,5,1,0,60,1,III,0,0,1,1.0,0,1.0
2,0,1,1,2,1,0,3,0,1,1,1,I,0,0,1,1.0,1,
2,0,0,1,3,0,0,5,1,1,2,1,I,0,0,1,1.0,0,
2,0,1,1,1,1,0,3,0,1,3,1,I,0,0,1,1.0,1,
2,0,0,1,5,0,0,4,1,0,4,1,I,0,0,1,1.0,0,
2,0,1,1,3,1,1,3,0,1,5,1,I,1,1,1,0.0,0,
2,0,1,1,2,0,1,2,0,1,6,1,I,1,1,0,0.0,0,
2,0,1,1,5,1,1,4,1,1,7,1,I,1,1,0,0.0,1,
2,0,0,1,2,0,0,5,1,1,8,1,I,0,0,1,1.0,0,
2,0,0,1,2,1,1,2,0,0,9,1,I,1,1,1,0.0,0,
2,0,0,1,4,0,0,5,1,0,10,1,I,0,0,1,1.0,0,
2,0,0,1,3,1,1,4,0,0,11,1,I,1,1,1,0.0,0,
2,0,1,1,3,0,1,3,0,1,12,1,I,1,1,0,0.0,0,
2,0,1,1,6,1,1,1,0,1,13,1,I,1,1,1,0.0,0,
2,0,1,1,2,0,1,2,0,1,14,1,I,1,1,0,0.0,0,
2,0,0,1,6,1,0,2,1,0,15,1,I,0,0,0,1.0,0,
2,0,1,1,4,0,1,4,0,1,16,1,I,1,1,0,0.0,0,
2,0,0,1,1,1,1,1,0,0,17,1,I,1,1,1,0.0,0,
2,0,0,1,1,0,0,6,1,1,18,1,I,0,0,1,1.0,0,
2,0,1,1,2,1,1,2,0,1,19,1,I,1,1,1,0.0,0,
2,0,1,1,2,0,1,2,0,1,20,1,I,1,1,0,0.0,0,
2,0,0,1,2,0,0,5,1,1,21,1,II,0,0,1,1.0,0,0.0
2,0,1,1,2,0,1,2,0,1,22,1,II,1,1,0,0.0,0,0.0
2,0,1,1,2,0,1,2,0,1,23,1,II,1,1,0,0.0,0,0.0
2,0,0,1,2,0,0,5,1,1,24,1,II,0,0,1,1.0,0,0.0
2,0,1,1,3,0,1,3,0,1,25,1,II,1,1,0,0.0,0,0.0
2,0,0,1,3,0,0,6,1,0,26,1,II,0,0,1,1.0,0,0.0
2,0,0,1,5,0,0,2,1,1,27,1,II,0,0,1,1.0,0,0.0
2,0,1,1,2,0,1,2,0,1,28,1,II,1,1,0,0.0,0,0.0
2,0,1,1,2,0,1,2,0,1,29,1,II,1,1,0,0.0,0,0.0
2,0,1,1,3,0,1,3,0,1,30,1,II,1,1,0,0.0,0,0.0
2,0,0,1,2,0,0,4,1,1,31,1,II,0,0,1,1.0,0,0.0
2,0,1,1,3,0,1,3,0,1,32,1,II,1,1,0,0.0,0,0.0
2,0,0,1,3,0,0,2,1,1,33,1,II,0,0,1,1.0,0,0.0
2,0,0,1,4,0,0,5,1,1,34,1,II,0,0,1,1.0,0,0.0
2,0,1,1,2,0,1,2,0,1,35,1,II,1,1,0,0.0,0,0.0
2,0,0,1,2,0,0,4,1,1,36,1,II,0,0,1,1.0,0,0.0
2,0,0,1,4,0,0,2,1,1,37,1,II,0,0,1,1.0,0,0.0
2,0,0,1,2,0,0,2,1,1,38,1,II,0,0,1,1.0,0,0.0
2,0,1,1,3,0,1,3,0,1,39,1,II,1,1,0,0.0,0,0.0
2,0,1,1,3,0,1,3,0,1,40,1,II,1,1,0,0.0,0,0.0
2,0,0,1,2,0,0,1,1,0,41,1,II,0,0,1,1.0,0,0.0
2,0,1,1,4,0,1,4,0,1,42,1,II,1,1,0,0.0,0,0.0
2,0,1,1,4,0,1,4,0,1,43,1,II,1,1,0,0.0,0,0.0
2,0,0,1,4,0,0,6,1,1,44,1,II,0,0,1,1.0,0,0.0
2,0,1,1,3,0,1,3,0,1,45,1,II,1,1,0,0.0,0,0.0
2,0,0,1,3,0,0,5,1,0,46,1,II,0,0,1,1.0,0,0.0
2,0,1,1,3,0,1,3,0,1,47,1,II,1,1,0,0.0,0,0.0
2,0,0,1,3,0,0,2,1,0,48,1,II,0,0,1,1.0,0,0.0
2,0,1,1,2,0,1,2,0,1,49,1,II,1,1,0,0.0,0,0.0
2,0,1,1,2,0,1,2,0,1,50,1,II,1,1,0,0.0,0,0.0
2,0,1,1,3,0,1,3,0,1,51,1,III,1,1,0,0.0,0,1.0
2,0,0,1,4,0,0,2,1,1,52,1,III,0,0,1,1.0,0,1.0
2,0,0,1,2,0,0,1,1,1,53,1,III,0,0,1,1.0,0,1.0
2,0,0,1,3,0,0,5,1,1,54,1,III,0,0,1,1.0,0,1.0
2,0,0,1,2,0,0,1,1,0,55,1,III,0,0,1,1.0,0,1.0
2,0,1,1,2,0,1,2,0,1,56,1,III,1,1,0,0.0,0,1.0
2,0,0,1,5,0,0,3,1,1,57,1,III,0,0,1,1.0,0,1.0
2,0,0,1,4,0,0,1,1,1,58,1,III,0,0,1,1.0,0,1.0
2,0,1,1,5,0,1,5,0,1,59,1,III,1,1,0,0.0,0,1.0
2,0,1,1,5,0,1,5,0,1,60,1,III,1,1,0,0.0,0,1.0
3,0,1,1,3,1,1,1,1,1,1,1,I,1,1,0,0.0,1,
3,0,0,1,1,0,0,3,1,1,2,1,I,0,0,1,1.0,0,
3,0,0,1,3,1,0,3,1,1,3,1,I,0,0,0,1.0,0,
3,0,0,1,1,0,0,3,1,0,4,1,I,0,0,1,1.0,0,
3,0,0,1,3,1,0,3,1,0,5,1,I,0,0,0,1.0,0,
3,0,1,1,1,0,1,1,0,1,6,1,I,1,1,0,0.0,0,
3,0,1,1,3,1,0,3,1,1,7,1,I,0,0,0,1.0,0,
3,0,1,1,1,0,1,1,0,1,8,1,I,1,1,0,0.0,0,
3,0,0,1,3,1,0,3,1,1,9,1,I,0,0,0,1.0,0,
3,0,1,1,1,0,1,1,0,1,10,1,I,1,1,0,0.0,0,
3,0,1,1,3,1,1,3,1,1,11,1,I,1,1,0,0.0,1,
3,0,0,1,1,0,0,3,1,1,12,1,I,0,0,1,1.0,0,
3,0,0,1,3,1,1,1,1,1,13,1,I,1,1,0,0.0,1,
3,0,1,1,1,0,1,1,0,1,14,1,I,1,1,0,0.0,0,
3,0,1,1,3,1,1,4,1,1,15,1,I,1,1,0,0.0,1,
3,0,1,1,1,0,1,5,0,1,16,1,I,1,1,0,0.0,0,
3,0,0,1,3,1,1,2,1,0,17,1,I,1,1,0,0.0,1,
3,0,0,1,1,0,0,3,1,1,18,1,I,0,0,1,1.0,0,
3,0,0,1,3,1,1,4,1,0,19,1,I,1,1,0,0.0,1,
3,0,0,1,2,0,0,3,1,1,20,1,I,0,0,1,1.0,0,
3,0,0,1,1,0,0,3,1,0,21,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,3,1,1,22,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,3,1,1,23,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,3,1,0,24,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,3,1,1,25,1,II,0,0,1,1.0,0,0.0
3,0,1,1,1,0,1,2,0,1,26,1,II,1,1,0,0.0,0,0.0
3,0,1,1,1,0,1,2,0,1,27,1,II,1,1,0,0.0,0,0.0
3,0,1,1,1,0,1,2,0,1,28,1,II,1,1,0,0.0,0,0.0
3,0,0,1,1,0,0,4,1,0,29,1,II,0,0,1,1.0,0,0.0
3,0,1,1,1,0,1,1,0,1,30,1,II,1,1,0,0.0,0,0.0
3,0,0,1,1,0,0,4,1,0,31,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,3,1,1,32,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,4,1,0,33,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,3,1,1,34,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,3,1,1,35,1,II,0,0,1,1.0,0,0.0
3,0,0,1,1,0,0,4,1,1,36,1,II,0,0,1,1.0,0,0.0
3,0,0,1,2,0,0,4,1,0,37,1,II,0,0,1,1.0,0,0.0
3,0,1,1,2,0,1,3,0,1,38,1,II,1,1,0,0.0,0,0.0
3,0,1,1,2,0,1,2,0,1,39,1,II,1,1,0,0.0,0,0.0
3,0,1,1,2,0,1,2,0,1,40,1,II,1,1,0,0.0,0,0.0
3,0,0,1,5,0,0,2,1,0,41,1,II,0,0,1,1.0,0,0.0
3,0,0,1,2,0,0,4,1,0,42,1,II,0,0,1,1.0,0,0.0
3,0,1,1,1,0,1,2,0,1,43,1,II,1,1,0,0.0,0,0.0
3,0,1,1,1,0,1,5,0,1,44,1,II,1,1,0,0.0,0,0.0
3,0,0,1,4,0,0,4,1,0,45,1,II,0,0,1,1.0,0,0.0
3,0,1,1,2,0,1,2,0,1,46,1,II,1,1,0,0.0,0,0.0
3,0,0,1,2,0,0,4,1,1,47,1,II,0,0,1,1.0,0,0.0
3,0,0,1,2,0,0,4,1,1,48,1,II,0,0,1,1.0,0,0.0
3,0,0,1,4,0,0,5,1,1,49,1,II,0,0,1,1.0,0,0.0
3,0,1,1,3,0,1,2,0,1,50,1,II,1,1,0,0.0,0,0.0
3,0,1,1,3,1,0,3,1,0,51,1,III,0,0,0,1.0,0,0.0
3,0,1,1,3,1,1,3,1,1,52,1,III,1,1,0,1.0,0,0.0
3,0,1,1,3,1,1,3,1,1,53,1,III,1,1,0,1.0,0,0.0
3,0,1,1,3,1,0,3,1,1,54,1,III,0,0,0,1.0,0,0.0
3,0,0,1,3,1,1,3,1,1,55,1,III,1,1,0,1.0,0,0.0
3,0,1,1,3,1,1,3,1,1,56,1,III,1,1,0,1.0,0,0.0
3,0,0,1,3,1,0,3,1,0,57,1,III,0,0,0,1.0,0,0.0
3,0,0,1,3,1,0,3,1,0,58,1,III,0,0,0,1.0,0,0.0
3,0,1,1,3,1,1,3,1,1,59,1,III,1,1,0,1.0,0,0.0
3,0,0,1,3,1,1,3,1,0,60,1,III,1,1,0,1.0,0,0.0
4,0,0,1,5,1,0,2,1,0,1,1,I,0,0,0,1.0,0,
4,0,0,1,4,0,0,1,1,1,2,1,I,0,0,1,1.0,0,
4,0,0,1,4,1,1,2,0,0,3,1,I,1,1,1,0.0,0,
4,0,0,1,2,0,0,1,1,1,4,1,I,0,0,1,1.0,0,
4,0,0,1,4,1,0,2,0,0,5,1,I,0,0,1,1.0,1,
4,0,1,1,3,0,1,3,0,1,6,1,I,1,1,0,0.0,0,
4,0,1,1,6,1,1,1,0,1,7,1,I,1,1,1,0.0,0,
4,0,0,1,1,0,0,4,1,0,8,1,I,0,0,1,1.0,0,
4,0,1,1,2,1,1,2,0,1,9,1,I,1,1,1,0.0,0,
4,0,1,1,1,0,1,1,0,1,10,1,I,1,1,0,0.0,0,
4,0,0,1,5,1,0,2,1,1,11,1,I,0,0,0,1.0,0,
4,0,0,1,2,0,0,1,1,1,12,1,I,0,0,1,1.0,0,
4,0,1,1,5,1,0,2,1,1,13,1,I,0,0,0,1.0,0,
4,0,1,1,2,0,1,2,0,1,14,1,I,1,1,0,0.0,0,
4,0,0,1,6,1,0,3,1,0,15,1,I,0,0,0,1.0,0,
4,0,0,1,1,0,0,2,1,0,16,1,I,0,0,1,1.0,0,
4,0,1,1,5,1,1,1,0,1,17,1,I,1,1,1,0.0,0,
4,0,0,1,1,0,0,2,1,1,18,1,I,0,0,1,1.0,0,
4,0,0,1,4,1,0,1,1,0,19,1,I,0,0,0,1.0,0,
4,0,1,1,1,0,1,1,0,1,20,1,I,1,1,0,0.0,0,
4,0,0,1,1,0,0,3,1,1,21,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,2,1,1,22,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,1,1,1,23,1,II,0,0,1,1.0,0,0.0
4,0,0,1,2,0,0,3,1,0,24,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,2,1,0,25,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,2,1,1,26,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,1,1,1,27,1,II,0,0,1,1.0,0,0.0
4,0,1,1,1,0,1,1,0,1,28,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,29,1,II,1,1,0,0.0,0,0.0
4,0,0,1,1,0,0,5,1,1,30,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,4,1,1,31,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,2,1,1,32,1,II,0,0,1,1.0,0,0.0
4,0,1,1,1,0,1,1,0,1,33,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,34,1,II,1,1,0,0.0,0,0.0
4,0,0,1,1,0,0,2,1,1,35,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,1,1,1,36,1,II,0,0,1,1.0,0,0.0
4,0,1,1,1,0,1,1,0,1,37,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,38,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,39,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,40,1,II,1,1,0,0.0,0,0.0
4,0,0,1,1,0,0,3,1,0,41,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,1,1,1,42,1,II,0,0,1,1.0,0,0.0
4,0,0,1,1,0,0,1,1,1,43,1,II,0,0,1,1.0,0,0.0
4,0,1,1,1,0,1,1,0,1,44,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,45,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,46,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,47,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,48,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,49,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,50,1,II,1,1,0,0.0,0,0.0
4,0,1,1,1,0,1,1,0,1,51,1,III,1,1,0,0.0,0,1.0
4,0,0,1,1,0,0,3,1,0,52,1,III,0,0,1,1.0,0,1.0
4,0,1,1,1,0,1,1,1,0,53,1,III,1,1,1,0.0,1,1.0
4,0,0,1,1,0,0,1,1,1,54,1,III,0,0,1,1.0,0,1.0
4,0,0,1,1,0,0,1,1,1,55,1,III,0,0,1,1.0,0,1.0
4,0,0,1,1,0,0,1,1,1,56,1,III,0,0,1,1.0,0,1.0
4,0,1,1,1,0,1,1,0,1,57,1,III,1,1,0,0.0,0,1.0
4,0,0,1,1,0,0,1,1,1,58,1,III,0,0,1,1.0,0,1.0
4,0,1,1,1,0,1,1,0,1,59,1,III,1,1,0,0.0,0,1.0
4,0,1,1,1,0,1,1,0,1,60,1,III,1,1,0,0.0,0,1.0
5,0,0,1,1,1,0,1,0,0,1,1,I,0,0,1,1.0,1,
5,0,0,1,1,0,0,5,1,1,2,1,I,0,0,1,1.0,0,
5,0,1,1,3,1,0,2,0,1,3,1,I,0,0,1,1.0,1,
5,0,0,1,1,0,0,6,1,0,4,1,I,0,0,1,1.0,0,
5,0,1,1,2,1,1,1,0,1,5,1,I,1,1,1,0.0,0,
5,0,0,1,5,0,0,3,1,0,6,1,I,0,0,1,1.0,0,
5,0,1,1,1,1,1,1,0,1,7,1,I,1,1,1,0.0,0,
5,0,0,1,5,0,0,5,1,1,8,1,I,0,0,1,1.0,0,
5,0,0,1,3,1,0,3,0,0,9,1,I,0,0,1,1.0,1,
5,0,1,1,1,0,1,3,0,1,10,1,I,1,1,0,0.0,0,
5,0,1,1,2,1,1,2,0,1,11,1,I,1,1,1,0.0,0,
5,0,0,1,2,0,0,6,1,1,12,1,I,0,0,1,1.0,0,
5,0,1,1,1,1,0,1,0,1,13,1,I,0,0,1,1.0,1,
5,0,0,1,6,0,0,6,1,1,14,1,I,0,0,1,1.0,0,
5,0,1,1,2,1,1,1,0,1,15,1,I,1,1,1,0.0,0,
5,0,0,1,1,0,0,3,1,0,16,1,I,0,0,1,1.0,0,
5,0,0,1,2,1,1,1,0,0,17,1,I,1,1,1,0.0,0,
5,0,1,1,2,0,1,4,0,1,18,1,I,1,1,0,0.0,0,
5,0,0,1,2,1,0,1,0,0,19,1,I,0,0,1,1.0,1,
5,0,1,1,4,0,1,6,0,1,20,1,I,1,1,0,0.0,0,
5,0,1,1,1,0,1,4,0,1,21,1,II,1,1,0,0.0,0,0.0
5,0,1,1,2,0,1,5,0,1,22,1,II,1,1,0,0.0,0,0.0
5,0,1,1,5,0,1,2,0,1,23,1,II,1,1,0,0.0,0,0.0
5,0,0,1,2,0,0,3,1,1,24,1,II,0,0,1,1.0,0,0.0
5,0,1,1,1,0,1,5,0,1,25,1,II,1,1,0,0.0,0,0.0
5,0,1,1,1,0,1,4,0,1,26,1,II,1,1,0,0.0,0,0.0
5,0,0,1,2,0,0,5,1,1,27,1,II,0,0,1,1.0,0,0.0
5,0,1,1,1,0,1,5,0,1,28,1,II,1,1,0,0.0,0,0.0
5,0,1,1,2,0,1,6,0,1,29,1,II,1,1,0,0.0,0,0.0
5,0,1,1,1,0,1,5,0,1,30,1,II,1,1,0,0.0,0,0.0
5,0,0,1,1,0,0,4,1,1,31,1,II,0,0,1,1.0,0,0.0
5,0,1,1,1,0,1,4,0,1,32,1,II,1,1,0,0.0,0,0.0
5,0,1,1,3,0,1,5,0,1,33,1,II,1,1,0,0.0,0,0.0
5,0,0,1,1,0,0,5,1,1,34,1,II,0,0,1,1.0,0,0.0
5,0,0,1,1,0,0,6,1,0,35,1,II,0,0,1,1.0,0,0.0
5,0,0,1,5,0,0,5,1,1,36,1,II,0,0,1,1.0,0,0.0
5,0,0,1,1,0,0,1,1,1,37,1,II,0,0,1,1.0,0,0.0
5,0,1,1,4,0,1,2,0,1,38,1,II,1,1,0,0.0,0,0.0
5,0,1,1,2,0,1,5,0,1,39,1,II,1,1,0,0.0,0,0.0
5,0,1,1,5,0,1,2,0,1,40,1,II,1,1,0,0.0,0,0.0
5,0,0,1,1,0,0,5,1,1,41,1,II,0,0,1,1.0,0,0.0
5,0,0,1,1,0,0,6,1,0,42,1,II,0,0,1,1.0,0,0.0
5,0,1,1,1,0,1,4,0,1,43,1,II,1,1,0,0.0,0,0.0
5,0,0,1,3,0,0,2,1,1,44,1,II,0,0,1,1.0,0,0.0
5,0,0,1,5,0,0,5,1,0,45,1,II,0,0,1,1.0,0,0.0
5,0,1,1,5,0,1,3,0,1,46,1,II,1,1,0,0.0,0,0.0
5,0,0,1,5,0,0,6,1,1,47,1,II,0,0,1,1.0,0,0.0
5,0,1,1,6,0,1,4,0,1,48,1,II,1,1,0,0.0,0,0.0
5,0,0,1,6,0,0,6,1,0,49,1,II,0,0,1,1.0,0,0.0
5,0,1,1,1,0,1,3,0,1,50,1,II,1,1,0,0.0,0,0.0
5,0,0,1,1,0,0,5,1,1,51,1,III,0,0,1,1.0,0,1.0
5,0,0,1,6,0,0,6,1,0,52,1,III,0,0,1,1.0,0,1.0
5,0,1,1,1,0,1,4,0,1,53,1,III,1,1,0,0.0,0,1.0
5,0,0,1,1,0,0,6,1,0,54,1,III,0,0,1,1.0,0,1.0
5,0,1,1,2,0,1,5,0,1,55,1,III,1,1,0,0.0,0,1.0
5,0,0,1,6,0,0,2,1,0,56,1,III,0,0,1,1.0,0,1.0
5,0,1,1,2,0,1,6,0,1,57,1,III,1,1,0,0.0,0,1.0
5,0,0,1,6,0,0,6,1,1,58,1,III,0,0,1,1.0,0,1.0
5,0,1,1,1,0,1,4,0,1,59,1,III,1,1,0,0.0,0,1.0
5,0,0,1,6,0,0,5,1,1,60,1,III,0,0,1,1.0,0,1.0
6,1,1,1,2,1,1,3,0,1,1,1,I,1,1,1,0.0,0,
6,1,0,1,4,0,0,1,1,0,2,1,I,0,0,1,1.0,0,
6,1,1,1,3,1,1,3,0,1,3,1,I,1,1,1,0.0,0,
6,1,0,1,3,0,0,5,1,0,4,1,I,0,0,1,1.0,0,
6,1,1,1,6,1,1,1,0,1,5,1,I,1,1,1,0.0,0,
6,1,1,1,1,0,1,2,0,1,6,1,I,1,1,0,0.0,0,
6,1,1,1,6,1,0,2,1,0,7,1,I,0,0,0,1.0,0,
6,1,1,1,2,0,1,3,0,1,8,1,I,1,1,0,0.0,0,
6,1,0,1,6,1,0,1,0,0,9,1,I,0,0,1,1.0,1,
6,1,1,1,1,0,1,3,0,1,10,1,I,1,1,0,0.0,0,
6,1,1,1,1,1,0,1,0,1,11,1,I,0,0,1,1.0,1,
6,1,0,1,1,0,0,3,1,1,12,1,I,0,0,1,1.0,0,
6,1,1,1,2,1,0,2,0,1,13,1,I,0,0,1,1.0,1,
6,1,0,1,2,0,0,6,1,1,14,1,I,0,0,1,1.0,0,
6,1,0,1,6,1,0,3,0,0,15,1,I,0,0,1,1.0,1,
6,1,0,1,3,0,0,2,1,0,16,1,I,0,0,1,1.0,0,
6,1,0,1,1,1,1,1,0,0,17,1,I,1,1,1,0.0,0,
6,1,1,1,1,0,1,2,0,1,18,1,I,1,1,0,0.0,0,
6,1,0,1,6,1,0,6,1,1,19,1,I,0,0,0,1.0,0,
6,1,1,1,2,0,1,4,0,1,20,1,I,1,1,0,0.0,0,
6,1,0,1,3,0,0,1,1,0,21,1,II,0,0,1,1.0,0,0.0
6,1,0,1,2,0,0,3,1,1,22,1,II,0,0,1,1.0,0,0.0
6,1,0,1,1,0,0,1,0,0,23,1,II,0,0,0,1.0,1,0.0
6,1,1,1,2,0,1,2,0,1,24,1,II,1,1,0,0.0,0,0.0
6,1,1,1,1,0,1,3,0,1,25,1,II,1,1,0,0.0,0,0.0
6,1,0,1,1,0,0,1,1,1,26,1,II,0,0,1,1.0,0,0.0
6,1,1,1,2,0,1,3,0,1,27,1,II,1,1,0,0.0,0,0.0
6,1,1,1,4,1,1,1,0,1,28,1,II,1,1,1,0.0,0,1.0
6,1,1,1,1,0,1,2,0,1,29,1,II,1,1,0,0.0,0,0.0
6,1,1,1,3,1,1,5,1,1,30,1,II,1,1,0,0.0,1,1.0
6,1,1,1,1,1,0,2,0,1,31,1,II,0,0,1,1.0,1,1.0
6,1,0,1,2,0,0,3,1,0,32,1,II,0,0,1,1.0,0,0.0
6,1,1,1,1,0,1,2,0,1,33,1,II,1,1,0,0.0,0,0.0
6,1,0,1,2,0,0,1,1,0,34,1,II,0,0,1,1.0,0,0.0
6,1,0,1,2,0,0,5,1,0,35,1,II,0,0,1,1.0,0,0.0
6,1,0,1,1,0,0,1,1,0,36,1,II,0,0,1,1.0,0,0.0
6,1,1,1,2,0,1,2,0,1,37,1,II,1,1,0,0.0,0,0.0
6,1,0,1,1,0,0,5,1,0,38,1,II,0,0,1,1.0,0,0.0
6,1,0,1,2,0,0,1,1,1,39,1,II,0,0,1,1.0,0,0.0
