key,country,num_nodes,num_edges,ave_deg,density,ave_clust,ave_dist,diameter,links_supported,info_total,info_total_friend_only,info_expostIC,info_SP,comp_total,comp_supp,comp_trans,comp_by_three
16,India,140,648,9.257142857142858,0.06659815005138746,0.28541943444488393,2.5873586844809866,5,0.8472222222222222,0.452415210688592,0.44224049331963,0.3308324768756423,,0.44224049331963,0.05642343268242549,0.2744090441932169,0.00041109969167523125
17,India,174,773,8.885057471264368,0.05135871370673045,0.19126922103664382,2.7051358713706732,6,0.7813712807244502,0.3834296724470135,0.37220118264567137,0.24935220251146104,,0.37220118264567137,0.04013022390538835,0.2092219786060727,0.0015281376652714106
18,India,226,1075,9.513274336283185,0.04228121927236971,0.20907299553173286,2.7267649950835793,5,0.7469767441860465,0.35889872173058013,0.34820058997050146,0.22057030481809242,,0.34820058997050146,0.03158308751229105,0.18898721730580137,0.0011799410029498525
19,India,200,918,9.18,0.04613065326633166,0.24015306166771985,2.697537688442211,5,0.835511982570806,0.38567839195979897,0.37809045226130655,0.2815577889447236,,0.37809045226130655,0.0385427135678392,0.2430150753768844,0.00035175879396984926
20,India,132,478,7.242424242424242,0.055285681239879716,0.22998431775873374,2.736294240111034,5,0.7405857740585774,0.3787878787878788,0.36444598658339117,0.2356002775850104,,0.36444598658339117,0.040943789035392086,0.1946564885496183,0.001503585473051122
21,India,193,952,9.865284974093264,0.051381692573402415,0.23127151762254664,2.6445379965457687,6,0.8109243697478992,0.4175302245250432,0.40781519861830745,0.297279792746114,,0.40781519861830745,0.041666666666666664,0.2556131260794473,0.0012413644214162348
23,India,236,1064,9.016949152542374,0.03836999639379733,0.20154715143083857,2.826866209880995,6,0.756578947368421,0.3265777136675081,0.3172376487558601,0.19711503786512802,,0.3172376487558601,0.029029931482149298,0.16808510638297872,0.0015146051208077894
24,India,158,806,10.20253164556962,0.06498427799725873,0.20991016515017577,2.4997984358622913,5,0.8101736972704715,0.4940740143513666,0.4817382891235991,0.34362654196565345,,0.4817382891235991,0.05264855276949125,0.29097798919616225,0.002015641377086189
25,India,243,1162,9.563786008230453,0.03951977689351427,0.20965119411426927,2.761929054858348,6,0.7839931153184165,0.34581505288576,0.33727850899568074,0.22555521545420534,,0.33727850899568074,0.030983233003435022,0.19457198245077034,0.0009522837805666088
26,India,123,581,9.447154471544716,0.07743569238971078,0.30912882842329337,2.550713048114088,5,0.8554216867469879,0.47181127548980406,0.4606157536985206,0.3494602159136345,,0.4606157536985206,0.0662401705984273,0.2832200453152072,0.0010662401705984273
