country,netexports,gdp,pop,gascon,diecon,gasprice,dieprice,spotgasprice,spotdieprice,gas,die,Agas,Adie,predictgas,predictdie,COSTgas,COSTdie,AREAgas,AREAdie,DWLgas,DWLdie,DWLtot
Bosnia and Herzegovina,-28.01414,4427.347194,3760149.0,22.05073161284218,59.36238146509897,6.018805929470194,6.132368305497933,4.684082506851597,4.8760825068515965,82.91403642329692,223.21139930361042,243.40767165616484,662.6638941061956,96.3739235720015,256.12423893692664,-110.66730647802584,-280.4173110411026,-119.05021135145527,-299.8289736356935,0.0,0.0,0.0
Botswana,-19.35723,7426.628358,2006945.0,57.6173743477997,39.304198769085325,4.656057417137319,4.731765667822479,4.684082506851597,4.8760825068515965,115.63490136044486,78.88136519862195,291.00465129675115,200.4418283865957,115.21929375663429,77.47217134243877,3.2406784847281767,11.38390928376653,3.2348454450111794,11.281409432172557,5.833039716997223e-06,0.00010249985159397212,0.00010833289131096935
Brazil,-23.52496999999994,10992.94249,194946470.0,27.44516449168285,46.38448178935836,5.261723422618596,3.861120784943143,4.684082506851597,4.8760825068515965,5350.337936222915,9042.490987614696,14489.654275797218,20338.368749172783,5736.979546532047,7860.922050274942,-3090.5741051427194,9177.782223131084,-3198.7822546819693,8540.8864928237,0.0,0.6368957303073839,0.6368957303073839
Brunei,144.72567999999998,31007.993729999995,398920.0,187.14128299100904,99.5850913412082,1.6277273897309328,0.9842072589070756,3.9270000000000005,4.119,74.65440061077332,39.72648463783477,100.00101677413929,39.348852754189735,44.01167274174299,16.828949202119006,171.65081856040544,124.534295671824,128.2920655468083,75.54836803027689,0.04335875301359715,0.048985927641547106,0.09234468065514426
Bulgaria,-101.06994,6334.682132,7534289.0,24.497479796662365,54.09318918173379,6.397347182895992,6.359493057553411,4.684082506851597,4.8760825068515965,184.57109255971548,407.55372022685594,562.035354257501,1236.6259631735068,222.53017707876063,477.9646008851368,-316.21913310148085,-604.5694885622938,-346.0391233243007,-653.1005627310892,0.0,0.0,0.0
Burkina Faso,-11.65636,559.198999,16468714.0,,,5.413139923988916,4.845328043850219,4.684082506851597,4.8760825068515965,,,,,,,,,,,0.0,,
Burma (Myanmar),-4.85523,,47963012.0,2.7420883490977994,0.6435505169317407,3.9368290356283024,3.028330027406387,4.684082506851597,4.8760825068515965,131.51881639283795,30.866621166203284,299.27871111459905,60.00825714244529,118.49529406956545,23.193611915842716,98.27789208072733,57.033875791948105,93.18659747173815,49.04912402838616,0.005091294608989173,0.007984751763561945,0.013076046372551118
Burundi,-1.42918,241.7868565,8382849.0,,,5.5645564253592354,5.5645564253592354,4.684082506851597,4.8760825068515965,,,,,,,,,,,0.0,0.0,0.0
Cambodia,-26.25466,795.166471,14138255.0,3.5501673640485585,9.09666160980546,5.110306921248277,4.807473918507639,4.684082506851597,4.8760825068515965,50.19317148559635,128.6109214881401,133.571200190617,329.9347138968343,52.88568166731815,127.522079061934,-21.393555123160443,8.823813768916878,-21.954038203593864,8.786320654438585,0.0,3.7493114478293065e-05,3.7493114478293065e-05
Cameroon,28.81387,1144.249782,19598889.0,5.543476405966616,7.116291097378156,4.1639537876837815,3.823266659600563,3.9270000000000005,4.119,108.64597875465864,139.47139930920267,255.69203361112545,311.85011744426834,112.53319685119233,133.37389575063622,-25.744076182527973,41.246342807894216,-26.197426793600478,40.32681412539779,0.0,0.0009195286824964271,0.0009195286824964271
