tau,G_UIP,long_UIP,ls_UIP_lvl,ls_UIP_slp
2,1.5901850979974377,-0.40492198410210845,1.059793567703124,2.0911952024073712
5,1.6225708565643382,0.44109888638143624,1.3635702296513736,1.083765382789494
10,1.3574631688061043,0.9703770528823292,0.7217005109848837,-0.3050239115405482
20,1.0229593496947627,0.8249143008807218,0.8119211853135706,0.07345438190866688
