sal_agri,sal_nonagri,se_agri,se_nonagri,group,N
6.46619608507774,62.1969187558942,18.907325704157543,12.226302913797573,Other,40
2.875639734317689,16.151352415987656,47.35318097550196,33.46994562391666,SSA only,26
