group,N,salaried_total,salaried_agri,salaried_nonagri,sector_agri,sector_manuf,sector_serv,highskill,whitecollar,bluecollar
Other,40,68.66311484097194,6.46619608507774,62.1969187558942,25.40022991649519,23.701851689469056,44.8144283864013,8.673054338269145,19.96129632976426,44.34984553432863
Africa,28,25.39770132733266,5.4580989463416785,19.93960238099098,48.91094153814989,7.396109184104463,14.13075205087662,6.058992854376203,20.450795260590056,73.1974525005921
