sal_agri,sal_nonagri,se_agri,se_nonagri,subset,N
5.4580989463416785,19.93960238099098,43.47781799328716,30.99128191989401,pooled,28
8.49515581866012,23.13203754828338,43.582446198466094,24.49276347570323,IPUMS only,17
2.982820902046785,17.337687102597997,43.392543363939936,36.28773855591061,DHS only,11
