weight,group,sal_agri,sal_nonagri,se_agri,se_nonagri
pop,Other,6.537184802501667,62.47944779276615,17.96112597774918,12.831537816070371
pop,Africa,7.446085552025602,23.0833372382247,38.98465982475185,30.336170775565524
pop_inwork,Other,6.46619608507774,62.1969187558942,18.907325704157543,12.226302913797573
pop_inwork,Africa,5.4580989463416785,19.93960238099098,43.47781799328716,30.99128191989401
unweighted,Other,5.79163022339344,59.59429144859314,20.137056708335876,14.032527804374695
unweighted,Africa,5.136498436331749,25.845378637313843,40.91985821723938,27.887380123138428
