col,coef,se,n
wrat53_dum_skti_secall,-0.13786445694796567,0.07754798686963543,12
H5L3_hrs,0.9108614993667715,0.24421905280313563,12
irAQ53_hrs,1.4081296154729437,0.3936769649701066,12
irAQ53_bod,1.365945967844682,0.4020943454426286,12
irAQ53_pop,1.1165189029992535,0.4138267610655345,12
irAQ53_minc,1.5748046599935537,0.5092239264467746,12
