country,total_rep,total_pub,total_diff,cooking_rep,cooking_pub,cooking_diff,firewater_rep,firewater_pub,firewater_diff,cleaning_rep,cleaning_pub,cleaning_diff,laundry_rep,laundry_pub,laundry_diff,care_rep,care_pub,care_diff,domestic_rep,domestic_pub,domestic_diff,n_rep,n_pub,n_diff,hhsize_rep,hhsize_pub,hhsize_diff,hw_share_rep,hw_share_pub,hw_share_diff,married_rep,married_pub,married_diff
USA1920s,51.32000000953674,51.3,0.0200000095367443,25.14,25.1,0.03999999999999915,1.4900000095367432,1.5,-0.009999990463256836,7.92,7.9,0.019999999999999574,11.48,11.5,-0.019999999999999574,3.6,3.6,0.0,1.69,1.7,-0.010000000000000009,619,619,0,4.3,4.3,0.0,,,,,,
USA1965,53.1605139301807,53.3,-0.13948606981929856,11.112409872615636,11.5,-0.3875901273843638,0.0,0.0,0.0,14.130624153703193,14.4,-0.269375846296807,6.984709121316584,7.0,-0.015290878683416054,9.721689412585906,10.0,-0.27831058741409365,11.21108136995938,10.4,0.8110813699593802,526,377,149,4.132060844974756,3.9,0.2320608449747561,0.499572337331005,0.37,0.12957233733100498,1.0,0.79,0.20999999999999996
USA2010,47.8863710453869,45.7,2.186371045386899,7.38064797164502,7.0,0.3806479716450202,0.0,0.0,0.0,9.490764827401456,8.9,0.5907648274014559,3.6624759789561576,3.45,0.21247597895615744,16.555513871547646,15.7,0.8555138715476467,10.79696839583662,10.6,0.1969683958366204,833,987,-154,3.9574008451185647,3.9,0.0574008451185648,0.15127158580649505,0.18,-0.028728414193504942,0.5412627131964516,0.54,0.0012627131964515481
SA2000,50.078532262634106,48.5,1.5785322626341056,16.978759708153955,16.5,0.4787597081539552,2.0376998283222383,1.9,0.13769982832223837,13.570931232360248,13.1,0.4709312323602486,6.760508771855141,6.4,0.36050877185514096,8.201035175417674,8.1,0.1010351754176746,2.529597546524848,2.6,-0.07040245347515217,1698,1900,-202,4.985753349028105,5.0,-0.014246650971895036,0.2507702000508704,0.32,-0.06922979994912959,0.3848325617903211,0.45,-0.06516743820967891
SA2010,43.85206368463306,45.7,-1.847936315366944,16.053388924801922,17.0,-0.9466110751980779,0.8961446982245889,1.1,-0.20385530177541122,11.176025452069647,11.9,-0.7239745479303537,5.333504494574413,5.4,-0.06649550542558735,6.422634031380037,7.2,-0.7773659686199634,3.9703660835824537,3.1,0.8703660835824536,3491,2581,910,4.541805566710304,4.7,-0.1581944332896965,0.2208918595211608,0.16,0.0608918595211608,0.385221217677244,0.38,0.005221217677243983
Morocco2011,45.743084876199624,45.7,0.04308487619962165,23.589454553609972,23.6,-0.010545446390029412,0.5411615912876696,0.5,0.04116159128766961,6.4708450932260035,6.5,-0.02915490677399646,4.65457287743493,4.7,-0.0454271225650702,7.3715175948506815,7.2,0.1715175948506813,3.115533165790366,3.1,0.0155331657903659,3354,3354,0,4.972595978715302,5.0,-0.02740402128469821,0.42497502278452326,0.44,-0.015024977215476742,0.6515975868137853,0.69,-0.03840241318621462
