country,total,cooking,firewater,cleaning,laundry,care,domestic,n,hhsize,hw_share,married
USA1920s,51.32000000953674,25.14,1.4900000095367432,7.92,11.48,3.6,1.69,619.0,4.3,,
USA1965,53.1605139301807,11.112409872615636,0.0,14.130624153703193,6.984709121316584,9.721689412585906,11.21108136995938,526.0,4.132060844974756,0.499572337331005,1.0
USA2010,47.8863710453869,7.38064797164502,0.0,9.490764827401456,3.6624759789561576,16.555513871547646,10.79696839583662,833.0,3.9574008451185647,0.15127158580649505,0.5412627131964516
SA2000,50.078532262634106,16.978759708153955,2.0376998283222383,13.570931232360248,6.760508771855141,8.201035175417674,2.529597546524848,1698.0,4.985753349028105,0.2507702000508704,0.3848325617903211
SA2010,43.85206368463306,16.053388924801922,0.8961446982245889,11.176025452069647,5.333504494574413,6.422634031380037,3.9703660835824537,3491.0,4.541805566710304,0.2208918595211608,0.385221217677244
Morocco2011,45.743084876199624,23.589454553609972,0.5411615912876696,6.4708450932260035,4.65457287743493,7.3715175948506815,3.115533165790366,3354.0,4.972595978715302,0.42497502278452326,0.6515975868137853
