var,coef,se,t,p
fte_per_laborforce,4300.978827738186,919.8542884099105,4.6757175369296755,9.368011747977148e-06
vdem_meritocratic_recruitment,0.8161495701389343,1.3877031475295476,0.5881297967738136,0.5577981059201713
staff_index,-1.5410482925965114,1.200034402429345,-1.284170095021292,0.20211006703506865
electronic_payments_pct_number,0.017139325400379216,0.019202911325523264,0.892537861048118,0.3742911145173118
vdem_executive,0.6016948627573608,1.157370349533758,0.5198810069739139,0.6043188766565442
vdem_rigorous_impartial,1.406475194630626,1.1713555413003396,1.2007244129047927,0.23275234163708136
