,0
unemp_nextrecession_mean,32.98015873015873
unemp_nextrecession_sd,25.944743115079227
forecast_recession_mean,0.247023805975914
forecast_govspending_mean,0.1686507910490036
forecast_iratebonds_mean,0.15079365670681
forecast_inflation_mean,0.2519841194152832
noforecast_mean,0.181547611951828
othermacro_mean,0.5714285969734192
high_conf_share,0.283730149269104
tr_acs_share,0.4970238208770752
female_share,0.4930555555555556
age_mean,40.24900817871094
college_share,0.425595223903656
