ms_center,st_id,date,present,att_tot,att_per,tk,gp,cp,sgi_sch_mat,sgi_sch_hin,sgi_att_mat,sgi_att_hin,sgi_att_mat_tot,sgi_att_hin_tot,mean_attend,cal_att_mat_tot,cal_att_hin_tot,cal_att_tot,treat,strata,m_theta_mle1_z,h_theta_mle1_z,m_theta_mle2_z,h_theta_mle2_z,st_female1,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
TK,TK211,2015-10-17,0.0,1.0,0.011627907,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,1.0,0.27795526,0.0,0.0,,1.0,12.0,0.59480196,-0.163551,1.1570867,0.040711377,0.0,-0.6318316,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK214,2015-10-17,0.0,78.0,0.90697676,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,25.0,0.27795526,40.0,26.0,66.0,1.0,12.0,-0.37516788,-0.06052339,0.2821433,-0.15042149,0.0,-2.0639875,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK218,2015-10-17,0.0,70.0,0.81395346,Orientation,Orientation,Orientation,,,0.0,0.0,18.0,26.0,0.27795526,36.0,24.0,60.0,1.0,19.0,-0.2997751,0.09801332,0.9877611,0.6448115,0.0,0.17331654,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK220,2015-10-17,0.0,60.0,0.6976744,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,20.0,0.27795526,30.0,15.0,45.0,1.0,12.0,0.7323742,-0.05455731,,,0.0,-2.8798926,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK222,2015-10-17,0.0,64.0,0.74418604,Orientation,Orientation,Orientation,,,0.0,0.0,18.0,23.0,0.27795526,32.0,22.0,54.0,1.0,13.0,0.5910048,0.6998477,-0.032419942,1.6508555,0.0,0.5956523,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK226,2015-10-17,0.0,39.0,0.45348838,Orientation,Orientation,Orientation,,,0.0,0.0,12.0,13.0,0.27795526,21.0,14.0,35.0,1.0,14.0,0.35122696,0.48450994,0.3805998,0.47286394,1.0,1.6909915,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK227,2015-10-17,0.0,78.0,0.90697676,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,26.0,0.27795526,34.0,28.0,62.0,1.0,17.0,-0.054050297,0.5604058,0.7501823,0.9668267,1.0,-1.3050153,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK230,2015-10-17,0.0,65.0,0.75581396,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,24.0,0.27795526,34.0,21.0,55.0,1.0,19.0,0.66103345,-0.25367993,1.84388,0.3245723,0.0,-0.4496792,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK232,2015-10-17,0.0,40.0,0.4651163,Orientation,Orientation,Orientation,,,0.0,0.0,11.0,13.0,0.27795526,17.0,21.0,38.0,1.0,13.0,1.6839358,1.2492522,1.5785222,1.0631373,0.0,-2.37566,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK235,2015-10-17,0.0,61.0,0.7093023,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,21.0,0.27795526,26.0,21.0,47.0,1.0,17.0,0.5648379,-0.5289252,,,1.0,-1.4818702,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK241,2015-10-17,0.0,81.0,0.94186044,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,28.0,0.27795526,39.0,27.0,66.0,1.0,14.0,0.7594415,-0.07170133,0.8313736,0.25789326,1.0,-0.6318316,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK244,2015-10-17,0.0,13.0,0.15116279,Orientation,Orientation,Orientation,,,0.0,0.0,1.0,3.0,0.27795526,5.0,3.0,8.0,1.0,12.0,-2.8800528,-2.6252916,,,0.0,-4.190315,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK246,2015-10-17,0.0,82.0,0.95348835,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,27.0,0.27795526,40.0,31.0,71.0,1.0,14.0,0.8284671,0.8208136,1.8881294,1.3437042,1.0,0.92924875,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK248,2015-10-17,0.0,55.0,0.6395349,Orientation,Orientation,Orientation,,,0.0,0.0,15.0,14.0,0.27795526,29.0,20.0,49.0,1.0,17.0,-1.233205,0.05463593,0.40040007,0.5110647,1.0,-0.16027994,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK249,2015-10-17,0.0,58.0,0.6744186,Orientation,Orientation,Orientation,,,0.0,0.0,16.0,18.0,0.27795526,30.0,25.0,55.0,1.0,17.0,0.49837506,-0.14594212,0.6315879,0.76652914,1.0,-2.2406566,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK256,2015-10-17,0.0,61.0,0.7093023,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,19.0,0.27795526,29.0,23.0,52.0,1.0,15.0,0.25709775,0.21804294,0.7760378,0.48685104,1.0,2.3849266,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK259,2015-10-17,0.0,78.0,0.90697676,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,27.0,0.27795526,38.0,23.0,61.0,1.0,14.0,-0.2820738,-0.08263966,0.7987885,-0.71574223,1.0,-2.074339,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK263,2015-10-17,0.0,74.0,0.8604651,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,27.0,0.27795526,36.0,28.0,64.0,1.0,15.0,0.21032146,-0.43060455,0.8553766,0.23915532,1.0,-1.3373805,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK266,2015-10-17,0.0,44.0,0.5116279,Orientation,Orientation,Orientation,,,0.0,0.0,14.0,13.0,0.27795526,20.0,12.0,32.0,1.0,15.0,0.2593052,-0.3178552,,,1.0,-0.54562366,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK271,2015-10-17,0.0,7.0,0.08139535,Orientation,Orientation,Orientation,,,0.0,0.0,1.0,1.0,0.27795526,5.0,2.0,7.0,1.0,13.0,0.3947673,0.2955114,,,0.0,2.8247538,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK273,2015-10-17,0.0,71.0,0.8255814,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,24.0,0.27795526,34.0,29.0,63.0,1.0,14.0,0.55912673,-0.23074698,1.4826705,0.95226014,1.0,-0.060680747,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK274,2015-10-17,0.0,55.0,0.6395349,Orientation,Orientation,Orientation,,,0.0,0.0,17.0,14.0,0.27795526,27.0,19.0,46.0,1.0,17.0,-0.32925543,-0.6900153,0.03564296,-0.7924178,1.0,-3.6165352,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK275,2015-10-17,0.0,75.0,0.872093,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,27.0,0.27795526,32.0,32.0,64.0,1.0,18.0,-0.28994885,0.6973912,-0.42112234,0.056260493,1.0,-1.3050153,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK281,2015-10-17,0.0,75.0,0.872093,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,26.0,0.27795526,36.0,27.0,63.0,1.0,14.0,0.3280059,-0.84365505,1.5273081,0.7192703,1.0,-0.5322324,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK284,2015-10-17,0.0,62.0,0.7209302,Orientation,Orientation,Orientation,,,0.0,0.0,14.0,24.0,0.27795526,26.0,21.0,47.0,1.0,14.0,-1.033412,-0.23181614,0.42716616,0.41584572,1.0,-0.17367122,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK286,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,15.0,-0.5797077,-0.5494578,,,1.0,1.6231838,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK287,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,27.0,0.27795526,38.0,28.0,66.0,1.0,15.0,0.27316323,-0.049922474,0.6266857,0.62969035,1.0,-1.3373805,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK289,2015-10-17,0.0,74.0,0.8604651,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,26.0,0.27795526,37.0,28.0,65.0,1.0,16.0,0.22023265,0.96780527,0.8820475,1.3528329,1.0,0.12410065,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK290,2015-10-17,0.0,74.0,0.8604651,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,27.0,0.27795526,38.0,27.0,65.0,1.0,18.0,-0.09965858,-0.25117296,,-0.77468956,1.0,0.12410065,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK292,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,28.0,0.27795526,36.0,28.0,64.0,1.0,14.0,0.78219223,0.33450478,0.6341798,0.41458023,1.0,-2.8472116,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK295,2015-10-17,0.0,47.0,0.54651165,Orientation,Orientation,Orientation,,,0.0,0.0,14.0,15.0,0.27795526,18.0,12.0,30.0,1.0,17.0,-0.29457682,-0.24002625,-0.1407448,-0.052207444,1.0,-0.57153755,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK296,2015-10-17,0.0,71.0,0.8255814,Orientation,Orientation,Orientation,,,0.0,0.0,19.0,25.0,0.27795526,32.0,27.0,59.0,1.0,19.0,0.48262817,1.0819396,1.2930945,-0.37120193,1.0,-0.29574877,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK297,2015-10-17,0.0,81.0,0.94186044,Orientation,Orientation,Orientation,,,0.0,0.0,22.0,28.0,0.27795526,39.0,28.0,67.0,1.0,19.0,0.67179,0.78543794,2.3355079,1.7731261,1.0,-1.4684789,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK299,2015-10-17,0.0,78.0,0.90697676,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,25.0,0.27795526,39.0,26.0,65.0,1.0,17.0,-1.954605,0.3342203,-0.40598217,0.12509985,1.0,-1.7203732,0.0,0.0,0.0,1.0,0.0,0.0
TK,TK300,2015-10-17,0.0,47.0,0.54651165,Orientation,Orientation,Orientation,,,0.0,0.0,15.0,14.0,0.27795526,22.0,14.0,36.0,1.0,14.0,-0.6304042,-0.19272733,0.23327768,1.2384005,1.0,1.3882389,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK301,2015-10-17,0.0,41.0,0.47674417,Orientation,Orientation,Orientation,,,0.0,0.0,13.0,12.0,0.27795526,19.0,10.0,29.0,1.0,14.0,0.0048036054,-0.18785526,-0.12586027,-0.21158567,1.0,0.12410065,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK304,2015-10-17,0.0,0.0,0.0,Orientation,Orientation,Orientation,,,0.0,0.0,0.0,0.0,0.27795526,0.0,0.0,,1.0,17.0,-0.7170098,0.6532749,,,1.0,1.6909915,0.0,0.0,0.0,0.0,0.0,1.0
TK,TK305,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,23.0,26.0,0.27795526,46.0,31.0,77.0,1.0,12.0,1.2462081,1.0226556,2.1029525,0.9011086,0.0,-0.16027994,0.0,0.0,0.0,0.0,1.0,0.0
TK,TK307,2015-10-17,0.0,79.0,0.9186047,Orientation,Orientation,Orientation,,,0.0,0.0,21.0,27.0,0.27795526,34.0,30.0,64.0,1.0,12.0,-0.09614044,-1.1432327,0.43940306,-0.28832942,0.0,-0.64344543,0.0,0.0,1.0,0.0,0.0,0.0
TK,TK309,2015-10-17,0.0,71.0,0.8255814,Orientation,Orientation,Orientation,,,0.0,0.0,20.0,25.0,0.27795526,38.0,25.0,63.0,1.0,12.0,0.4359084,0.4820535,1.9098657,0.6758552,0.0,-0.92960346,0.0,0.0,1.0,0.0,0.0,0.0
