kappa_sigma,kappa_sigma_se,epsilon_sigma,epsilon_sigma_se,kappa1,epsilon,own_share_pct,N
1.5289931767765446,0.0643040337436513,0.44651117262908835,0.06516099370473878,0.38224829419413614,0.11162779315727209,54.56585928836948,75625
