survey,imposed,voluntary,want_share_fb,want_share_facts,see_facts,age,age_sqrd,male_raw,male,educ,income,religion_q8,q13,q14,q15,neg_image_ue,vote_2nd,second_mlp,share_interest,share_reciprocity,share_image,share_influence,gave_charity,gave_homeless,donated_blood,worked_charity,altruism,reciprocity,image
1,0,0,1,0,0,44,1936,2,0,5,1,1,1,130.0,3,1,1,0,4.0,3.0,4.0,4.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,59,3481,2,0,4,1,1,1,66.0,3,1,1,0,4.0,2.0,3.0,3.0,0,1,1,0,0.5,5,4
1,0,0,0,0,0,25,625,1,1,6,1,2,3,40.0,2,4,7,0,3.0,1.0,1.0,1.0,1,1,1,0,0.75,5,5
1,0,0,0,0,0,29,841,2,0,5,3,3,1,100.0,3,6,8,0,3.0,4.0,5.0,4.0,1,0,0,0,0.25,5,5
1,0,0,0,0,0,33,1089,2,0,5,1,1,1,256.0,3,3,1,0,5.0,4.0,4.0,4.0,1,0,0,1,0.5,5,5
1,0,0,0,0,0,46,2116,2,0,3,1,1,1,125.0,2,1,7,0,4.0,1.0,1.0,2.0,0,0,1,0,0.25,4,4
1,0,0,1,0,0,70,4900,2,0,4,1,1,1,60.0,2,3,7,0,4.0,3.0,3.0,4.0,1,1,1,0,0.75,4,4
1,0,0,0,0,0,41,1681,2,0,1,3,1,1,55.0,2,1,7,0,3.0,2.0,2.0,2.0,1,1,1,1,1.0,5,4
1,0,0,0,0,0,29,841,1,1,1,1,1,2,32.0,2,1,1,0,2.0,1.0,2.0,2.0,0,0,0,0,0.0,2,2
1,0,0,0,0,0,23,529,2,0,1,1,1,1,70.0,2,8,7,0,1.0,1.0,1.0,1.0,1,1,1,1,1.0,5,2
1,0,0,0,0,0,40,1600,2,0,5,1,2,3,80.0,2,1,1,0,4.0,1.0,2.0,3.0,0,1,1,1,0.75,4,4
1,0,0,0,0,0,37,1369,2,0,5,1,1,1,121.0,3,1,7,0,4.0,1.0,1.0,1.0,0,0,0,0,0.0,4,4
1,0,0,1,0,0,30,900,2,0,6,1,1,1,98.0,3,3,1,0,5.0,5.0,5.0,5.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,41,1681,2,0,4,1,1,1,250.0,3,1,7,0,3.0,3.0,3.0,4.0,1,1,1,1,1.0,5,4
1,0,0,1,0,0,53,2809,1,1,4,2,1,3,6.0,2,1,1,0,3.0,4.0,4.0,1.0,0,1,1,0,0.5,5,5
1,0,0,0,0,0,35,1225,2,0,7,1,1,1,83.0,3,8,7,0,5.0,2.0,3.0,4.0,0,1,0,0,0.25,5,5
1,0,0,0,0,0,28,784,2,0,4,1,1,1,600.0,3,1,1,0,5.0,3.0,2.0,5.0,0,0,0,1,0.25,5,5
1,0,0,0,0,0,47,2209,2,0,3,2,1,2,15.0,3,3,5,0,3.0,1.0,1.0,3.0,0,0,1,0,0.25,5,5
1,0,0,0,0,0,29,841,2,0,5,1,1,1,200.0,3,3,7,0,5.0,4.0,4.0,4.0,1,1,1,1,1.0,5,5
1,0,0,0,0,0,37,1369,1,1,1,1,1,1,55.0,2,2,4,0,3.0,2.0,3.0,3.0,0,0,0,0,0.0,3,3
1,0,0,0,0,0,46,2116,2,0,4,1,1,2,148.0,2,1,1,0,3.0,2.0,2.0,3.0,0,0,0,0,0.0,5,3
1,0,0,0,0,0,62,3844,1,1,5,1,1,1,50.0,3,1,7,0,4.0,2.0,2.0,4.0,0,0,0,0,0.0,4,4
1,0,0,1,0,0,57,3249,2,0,5,1,1,2,150.0,3,3,1,0,3.0,2.0,2.0,3.0,0,0,0,0,0.0,2,2
1,0,0,0,0,0,33,1089,2,0,3,1,1,1,130.0,3,3,7,0,3.0,1.0,1.0,2.0,1,0,1,0,0.5,5,5
1,0,0,0,0,0,53,2809,2,0,1,1,1,1,490.0,3,3,7,0,5.0,1.0,1.0,1.0,1,1,1,1,1.0,5,2
1,0,0,0,0,0,27,729,2,0,9,3,1,2,188.0,3,9,8,0,1.0,1.0,1.0,1.0,1,1,1,0,0.75,1,1
1,0,0,1,0,0,52,2704,1,1,8,1,1,3,346.0,3,6,7,0,3.0,4.0,4.0,3.0,0,0,0,0,0.0,4,3
1,0,0,0,0,0,53,2809,2,0,8,1,1,1,30.0,3,1,1,0,5.0,3.0,5.0,5.0,0,0,1,0,0.25,5,5
1,0,0,0,0,0,69,4761,1,1,9,1,2,1,20.0,3,2,1,0,4.0,2.0,2.0,3.0,0,1,1,0,0.5,5,4
1,0,0,0,0,0,53,2809,2,0,8,1,1,2,100.0,3,3,1,0,4.0,2.0,1.0,3.0,1,1,1,1,1.0,4,2
1,0,0,0,0,0,40,1600,2,0,8,2,1,1,393.0,2,1,7,0,5.0,2.0,1.0,3.0,0,0,1,1,0.5,3,4
1,0,0,0,0,0,50,2500,2,0,8,1,1,1,250.0,3,1,7,0,5.0,5.0,5.0,5.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,25,625,2,0,9,1,1,1,70.0,2,3,7,0,4.0,2.0,3.0,3.0,0,0,1,0,0.25,5,3
1,0,0,0,0,0,60,3600,2,0,9,1,1,2,40.0,3,1,7,0,4.0,2.0,3.0,4.0,0,0,1,0,0.25,5,4
1,0,0,0,0,0,50,2500,1,1,8,1,1,2,100.0,2,1,6,0,5.0,4.0,1.0,3.0,0,0,0,0,0.0,5,5
1,0,0,1,0,0,50,2500,1,1,8,1,1,1,25.0,2,1,7,0,4.0,2.0,4.0,4.0,1,1,1,0,0.75,4,5
1,0,0,0,0,0,28,784,2,0,9,1,1,2,300.0,2,4,7,0,2.0,1.0,2.0,1.0,1,1,1,1,1.0,4,4
1,0,0,0,0,0,48,2304,1,1,9,1,1,3,250.0,2,4,2,1,3.0,2.0,3.0,3.0,0,1,0,0,0.25,5,5
1,0,0,0,0,0,51,2601,1,1,8,1,1,1,750.0,3,4,7,0,4.0,2.0,2.0,3.0,0,1,0,0,0.25,4,4
1,0,0,0,0,0,41,1681,1,1,8,2,1,1,256.0,3,3,5,0,4.0,4.0,4.0,5.0,0,0,1,0,0.25,4,4
1,0,0,1,0,0,39,1521,1,1,8,1,1,1,35.0,3,1,1,0,3.0,1.0,1.0,3.0,1,1,1,0,0.75,4,5
1,0,0,1,0,0,76,5776,1,1,8,2,1,2,20.0,3,1,7,0,4.0,2.0,3.0,3.0,0,0,1,1,0.5,5,4
1,0,0,0,0,0,35,1225,2,0,9,1,1,2,56.0,3,1,7,0,3.0,1.0,1.0,1.0,0,1,1,1,0.75,5,1
1,0,0,0,0,0,42,1764,2,0,8,1,1,2,70.0,2,8,2,1,3.0,1.0,1.0,3.0,1,1,1,1,1.0,4,4
1,0,0,0,0,0,29,841,2,0,9,1,1,2,120.0,3,1,7,0,2.0,2.0,2.0,3.0,1,1,1,0,0.75,4,2
1,0,0,0,0,0,65,4225,1,1,8,1,1,1,57.0,3,4,7,0,4.0,2.0,3.0,4.0,1,1,1,0,0.75,4,2
1,0,0,0,0,0,60,3600,2,0,8,1,1,1,236.0,2,5,1,0,4.0,1.0,1.0,1.0,1,1,1,0,0.75,5,5
1,0,0,0,0,0,37,1369,2,0,9,1,2,1,400.0,3,1,3,0,4.0,2.0,3.0,2.0,0,1,1,0,0.5,5,4
1,0,0,0,0,0,48,2304,1,1,9,2,1,1,55.0,3,3,7,0,5.0,2.0,4.0,5.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,35,1225,1,1,9,1,1,2,50.0,2,4,7,0,4.0,3.0,4.0,4.0,1,1,1,1,1.0,5,5
1,0,0,0,0,0,41,1681,2,0,8,1,1,1,350.0,3,1,1,0,4.0,2.0,1.0,3.0,1,1,1,1,1.0,3,1
1,0,0,0,0,0,60,3600,2,0,9,1,1,1,150.0,2,1,1,0,4.0,1.0,2.0,4.0,0,1,0,0,0.25,3,4
1,0,0,0,0,0,38,1444,1,1,9,2,2,1,600.0,2,3,7,0,4.0,1.0,1.0,1.0,0,1,0,1,0.5,5,5
1,0,0,0,0,0,48,2304,1,1,8,2,2,1,200.0,3,4,7,0,5.0,3.0,4.0,4.0,0,0,1,0,0.25,5,4
1,0,0,0,0,0,67,4489,1,1,8,1,1,2,1.0,2,2,1,0,3.0,3.0,2.0,3.0,0,0,1,1,0.5,5,5
1,0,0,0,0,0,51,2601,1,1,8,1,1,1,320.0,3,1,1,0,4.0,3.0,5.0,4.0,0,1,0,0,0.25,5,4
1,0,0,0,0,0,39,1521,2,0,9,1,1,1,50.0,2,8,7,0,5.0,1.0,1.0,1.0,0,1,0,0,0.25,5,5
1,0,0,1,0,0,47,2209,1,1,8,2,1,1,40.0,3,1,1,0,4.0,2.0,4.0,4.0,0,1,1,0,0.5,4,2
1,0,0,0,0,0,30,900,1,1,9,2,2,3,100.0,2,4,7,0,3.0,1.0,1.0,2.0,0,0,1,1,0.5,3,3
1,0,0,0,0,0,43,1849,2,0,9,1,1,1,30.0,3,1,7,0,4.0,4.0,3.0,4.0,0,1,0,1,0.5,4,3
1,0,0,0,0,0,57,3249,1,1,8,1,1,1,30.0,3,1,3,0,5.0,2.0,2.0,3.0,0,0,0,0,0.0,5,4
1,0,0,0,0,0,37,1369,2,0,8,1,1,1,125.0,3,1,7,0,4.0,4.0,4.0,4.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,28,784,2,0,8,2,1,1,1991.0,2,1,4,0,3.0,1.0,1.0,2.0,0,0,1,1,0.5,5,5
1,0,0,0,0,0,52,2704,2,0,9,1,1,2,84.0,2,4,1,0,2.0,1.0,1.0,1.0,0,1,1,0,0.5,4,3
1,0,0,0,0,0,37,1369,2,0,8,2,2,1,150.0,3,1,1,0,4.0,2.0,4.0,3.0,0,1,1,0,0.5,5,4
1,0,0,0,0,0,62,3844,1,1,8,1,1,2,10.0,2,1,1,0,5.0,3.0,4.0,3.0,0,0,1,0,0.25,4,4
1,0,0,0,0,0,27,729,2,0,8,1,1,1,123.0,2,3,1,0,5.0,1.0,4.0,1.0,1,1,1,1,1.0,5,4
1,0,0,0,0,0,41,1681,2,0,8,1,1,1,100.0,3,1,7,0,3.0,3.0,3.0,3.0,0,0,0,0,0.0,3,3
1,0,0,0,0,0,22,484,2,0,9,1,1,1,179.0,2,3,1,0,3.0,2.0,3.0,3.0,1,1,0,1,0.75,4,3
1,0,0,0,0,0,62,3844,1,1,9,1,1,2,2000.0,2,4,7,0,4.0,1.0,1.0,1.0,0,1,0,1,0.5,5,5
1,0,0,0,0,0,22,484,2,0,9,1,1,1,200.0,3,2,2,1,3.0,2.0,4.0,3.0,0,1,1,0,0.5,5,4
1,0,0,1,0,0,43,1849,1,1,9,1,1,1,10.0,2,1,1,0,5.0,1.0,1.0,1.0,1,0,0,1,0.5,5,5
1,0,0,0,0,0,30,900,2,0,8,1,1,1,55.0,3,4,1,0,5.0,4.0,1.0,5.0,0,0,1,1,0.5,5,5
1,0,0,0,0,0,38,1444,2,0,9,1,1,1,250.0,3,3,7,0,5.0,4.0,4.0,5.0,0,0,0,0,0.0,5,4
1,0,0,0,0,0,30,900,1,1,8,1,1,1,100.0,2,1,1,0,5.0,3.0,3.0,1.0,0,0,1,0,0.25,5,1
1,0,0,0,0,0,23,529,2,0,8,1,1,1,159.0,3,4,2,1,4.0,3.0,4.0,2.0,0,0,0,0,0.0,5,4
1,0,0,1,0,0,56,3136,1,1,8,2,2,1,2000000.0,3,1,1,0,3.0,1.0,1.0,4.0,0,0,0,1,0.25,5,5
1,0,0,0,0,0,42,1764,2,0,8,1,1,1,40.0,3,1,1,0,5.0,2.0,3.0,4.0,1,1,1,1,1.0,5,3
1,0,0,1,0,0,41,1681,2,0,8,1,1,1,81.0,3,2,7,0,4.0,4.0,4.0,4.0,0,1,1,0,0.5,5,5
1,0,0,0,0,0,47,2209,1,1,9,1,1,2,35.0,2,4,7,0,3.0,1.0,1.0,3.0,0,0,0,0,0.0,4,4
1,0,0,0,0,0,63,3969,1,1,8,1,1,2,10.0,2,1,1,0,4.0,2.0,2.0,3.0,0,0,0,1,0.25,4,4
1,0,0,0,0,0,45,2025,2,0,8,1,1,2,83.0,2,1,7,0,1.0,1.0,1.0,1.0,0,0,1,1,0.5,5,3
1,0,0,0,0,0,48,2304,2,0,8,1,1,1,80.0,2,1,1,0,5.0,3.0,5.0,5.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,43,1849,1,1,9,1,1,1,120.0,3,3,8,0,3.0,1.0,1.0,1.0,1,1,1,1,1.0,3,1
1,0,0,0,0,0,33,1089,2,0,9,1,2,1,1500.0,2,5,6,0,3.0,1.0,3.0,3.0,0,0,0,1,0.25,5,5
1,0,0,0,0,0,43,1849,1,1,9,2,2,1,200.0,1,3,7,0,,,,,0,1,0,1,0.5,4,3
1,0,0,0,0,0,39,1521,1,1,8,1,1,2,16.0,2,1,7,0,4.0,3.0,2.0,2.0,1,1,1,1,1.0,4,3
1,0,0,0,0,0,34,1156,2,0,9,1,1,1,54.0,3,4,7,0,1.0,2.0,4.0,5.0,1,1,1,1,1.0,5,4
1,0,0,0,0,0,54,2916,1,1,8,1,1,1,500.0,3,3,5,0,4.0,4.0,4.0,4.0,1,0,0,1,0.5,4,4
1,0,0,0,0,0,38,1444,2,0,9,1,1,1,100.0,2,2,1,0,3.0,3.0,3.0,3.0,0,1,0,0,0.25,5,3
1,0,0,0,0,0,46,2116,2,0,9,2,2,2,25.0,2,3,6,0,3.0,1.0,3.0,2.0,0,0,0,0,0.0,5,1
1,0,0,0,0,0,64,4096,2,0,9,1,1,2,30.0,2,2,1,0,3.0,2.0,1.0,3.0,0,1,1,1,0.75,5,5
1,0,0,0,0,0,43,1849,1,1,9,1,2,1,75.0,3,3,7,0,4.0,3.0,3.0,4.0,0,0,0,0,0.0,4,4
1,0,0,0,0,0,42,1764,1,1,8,1,1,2,45.0,2,2,7,0,3.0,3.0,4.0,4.0,0,1,0,0,0.25,4,3
1,0,0,0,0,0,35,1225,2,0,8,2,1,1,35.0,2,1,1,0,3.0,1.0,4.0,2.0,0,1,0,0,0.25,4,4
1,0,0,0,0,0,71,5041,2,0,9,1,1,1,51.0,1,1,7,0,,,,,0,1,1,1,0.75,5,5
1,0,0,0,0,0,21,441,2,0,9,1,1,1,1500.0,2,3,1,0,4.0,1.0,3.0,1.0,0,0,0,1,0.25,5,4
1,0,0,0,0,0,59,3481,2,0,9,1,1,1,600.0,3,1,7,0,5.0,3.0,5.0,4.0,0,0,0,0,0.0,5,4
1,0,0,0,0,0,62,3844,1,1,9,1,1,2,2300.0,2,2,8,0,2.0,1.0,1.0,1.0,0,1,1,1,0.75,4,1
1,0,0,0,0,0,49,2401,1,1,9,1,1,1,173.0,2,3,1,0,4.0,3.0,4.0,3.0,0,0,0,1,0.25,5,5
1,0,0,0,0,0,42,1764,2,0,9,1,1,1,10.0,2,1,7,0,1.0,1.0,1.0,3.0,0,1,1,0,0.5,4,2
1,0,0,0,0,0,68,4624,1,1,8,1,1,3,100.0,2,5,1,0,3.0,2.0,2.0,3.0,0,1,1,0,0.5,3,4
1,0,0,0,0,0,65,4225,1,1,9,1,1,1,250.0,3,1,1,0,4.0,3.0,2.0,4.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,44,1936,1,1,8,1,1,1,150.0,2,3,7,0,4.0,2.0,3.0,3.0,0,1,0,0,0.25,4,3
1,0,0,0,0,0,28,784,2,0,9,2,2,1,240.0,3,3,7,0,4.0,1.0,1.0,1.0,1,1,1,1,1.0,4,4
1,0,0,0,0,0,53,2809,2,0,8,1,1,1,100.0,2,1,1,0,5.0,2.0,3.0,4.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,38,1444,1,1,9,1,1,1,367.0,3,1,2,1,5.0,2.0,3.0,3.0,0,1,1,1,0.75,4,3
1,0,0,0,0,0,55,3025,2,0,8,1,1,3,50.0,2,1,1,0,4.0,2.0,2.0,4.0,1,1,1,1,1.0,5,5
1,0,0,0,0,0,55,3025,1,1,9,1,1,1,105.0,3,3,1,0,4.0,2.0,3.0,4.0,0,1,1,1,0.75,5,5
1,0,0,0,0,0,58,3364,1,1,9,1,1,2,25.0,3,3,1,0,4.0,3.0,3.0,4.0,0,0,0,1,0.25,4,4
1,0,0,0,0,0,20,400,1,1,9,1,1,1,1630.0,3,3,7,0,5.0,5.0,5.0,5.0,0,0,0,0,0.0,4,5
1,0,0,1,0,0,31,961,1,1,8,2,1,2,200.0,3,1,4,0,4.0,3.0,3.0,3.0,0,0,0,0,0.0,4,3
1,0,0,1,0,0,23,529,2,0,9,1,1,1,95.0,3,1,1,0,5.0,5.0,5.0,5.0,0,1,0,0,0.25,5,5
1,0,0,0,0,0,22,484,1,1,8,1,1,1,400.0,2,3,1,0,3.0,3.0,2.0,3.0,0,0,1,1,0.5,4,4
1,0,0,0,0,0,30,900,2,0,8,1,1,2,,1,2,8,0,,,,,0,1,0,0,0.25,5,5
1,0,0,0,0,0,55,3025,1,1,9,1,1,3,1.0,1,2,7,0,,,,,1,1,1,1,1.0,1,1
1,0,0,0,0,0,45,2025,2,0,9,1,1,4,99.0,2,8,1,0,4.0,1.0,1.0,4.0,1,1,1,1,1.0,5,5
1,0,0,0,0,0,51,2601,1,1,9,1,1,3,6.0,2,3,7,0,2.0,1.0,1.0,3.0,1,1,1,1,1.0,3,1
1,0,0,0,0,0,37,1369,1,1,8,1,1,2,120.0,2,1,7,0,4.0,2.0,3.0,3.0,1,1,1,1,1.0,4,2
1,0,0,0,0,0,27,729,1,1,9,2,2,2,250.0,2,3,4,0,3.0,3.0,1.0,2.0,0,0,0,0,0.0,1,4
1,0,0,0,0,0,59,3481,1,1,8,1,1,4,3.0,2,2,7,0,1.0,1.0,1.0,1.0,1,1,1,0,0.75,4,4
1,0,0,0,0,0,69,4761,2,0,9,1,1,2,2.0,2,1,1,0,5.0,1.0,1.0,1.0,0,0,0,1,0.25,5,5
1,0,0,0,0,0,53,2809,1,1,9,1,1,1,1300.0,3,1,7,0,4.0,4.0,5.0,4.0,0,0,0,0,0.0,5,4
1,0,0,0,0,0,61,3721,2,0,8,1,1,2,35.0,2,1,7,0,5.0,1.0,1.0,1.0,0,0,1,0,0.25,5,3
1,0,0,0,0,0,50,2500,2,0,9,1,1,1,195.0,3,3,1,0,4.0,3.0,2.0,5.0,0,1,1,1,0.75,5,4
1,0,0,0,0,0,32,1024,2,0,9,2,2,1,250.0,3,1,1,0,3.0,1.0,1.0,3.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,31,961,1,1,9,1,1,2,450.0,2,4,1,0,4.0,1.0,1.0,2.0,0,0,0,0,0.0,3,3
1,0,0,0,0,0,54,2916,2,0,9,1,1,2,100.0,3,1,7,0,4.0,2.0,3.0,4.0,0,1,1,1,0.75,5,5
1,0,0,0,0,0,50,2500,2,0,8,1,1,2,25.0,3,4,1,0,3.0,1.0,3.0,3.0,0,0,1,1,0.5,4,4
1,0,0,0,0,0,28,784,1,1,8,1,1,1,57.0,2,3,1,0,4.0,2.0,4.0,2.0,0,0,1,1,0.5,5,5
1,0,0,0,0,0,44,1936,1,1,8,1,1,1,60.0,3,3,7,0,4.0,4.0,3.0,5.0,0,0,0,0,0.0,5,4
1,0,0,0,0,0,51,2601,1,1,9,1,1,1,15.0,2,2,1,0,4.0,4.0,4.0,4.0,0,0,0,0,0.0,4,4
1,0,0,0,0,0,51,2601,1,1,8,1,1,1,15.0,2,1,7,0,3.0,1.0,1.0,1.0,0,0,1,1,0.5,4,4
1,0,0,0,0,0,39,1521,1,1,9,2,1,3,120.0,2,3,7,0,3.0,1.0,1.0,1.0,1,1,1,1,1.0,3,3
1,0,0,0,0,0,38,1444,1,1,9,2,2,2,10.0,2,3,5,0,4.0,2.0,4.0,4.0,0,0,1,1,0.5,5,3
1,0,0,0,0,0,29,841,1,1,8,1,1,1,110.0,3,1,1,0,5.0,4.0,3.0,4.0,1,1,1,0,0.75,5,4
1,0,0,0,0,0,38,1444,2,0,8,1,1,1,246.0,3,3,1,0,5.0,3.0,2.0,4.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,56,3136,2,0,8,1,1,1,50.0,3,3,1,0,5.0,2.0,1.0,2.0,0,1,1,1,0.75,5,5
1,0,0,1,0,0,36,1296,2,0,8,1,1,3,1500.0,3,1,2,1,5.0,5.0,5.0,5.0,0,0,1,0,0.25,5,5
1,0,0,0,0,0,41,1681,2,0,8,1,1,1,250.0,2,2,7,0,3.0,2.0,2.0,3.0,0,1,1,1,0.75,3,3
1,0,0,0,0,0,61,3721,1,1,9,1,1,1,50.0,3,1,1,0,3.0,3.0,3.0,4.0,0,0,1,0,0.25,5,5
1,0,0,0,0,0,34,1156,1,1,9,1,1,1,80.0,3,1,7,0,3.0,3.0,4.0,4.0,0,0,0,1,0.25,4,3
1,0,0,0,0,0,35,1225,1,1,8,1,2,1,550.0,2,1,7,0,3.0,3.0,4.0,3.0,0,1,1,1,0.75,4,4
1,0,0,0,0,0,51,2601,1,1,9,2,2,2,0.0,2,3,7,0,5.0,1.0,1.0,1.0,1,0,1,1,0.75,5,5
1,0,0,0,0,0,27,729,2,0,9,3,3,2,527.0,4,9,8,0,5.0,4.0,3.0,5.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,36,1296,2,0,9,1,1,1,189.0,3,1,7,0,5.0,5.0,5.0,5.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,69,4761,2,0,9,1,1,2,30.0,2,1,1,0,2.0,1.0,1.0,4.0,0,1,1,1,0.75,5,5
1,0,0,0,0,0,65,4225,1,1,8,1,1,1,120.0,2,5,1,0,4.0,2.0,3.0,3.0,0,0,0,0,0.0,4,5
1,0,0,1,0,0,34,1156,2,0,8,2,1,1,640.0,3,1,1,0,3.0,4.0,3.0,3.0,1,1,1,1,1.0,5,3
1,0,0,0,0,0,39,1521,2,0,8,1,1,1,190.0,2,8,7,0,4.0,2.0,3.0,3.0,1,1,1,1,1.0,3,4
1,0,0,0,0,0,39,1521,2,0,9,1,1,4,0.0,3,1,2,1,2.0,2.0,2.0,2.0,0,0,0,1,0.25,4,4
1,0,0,0,0,0,38,1444,1,1,9,1,1,1,50.0,2,1,7,0,5.0,1.0,1.0,1.0,1,0,0,1,0.5,5,1
1,0,0,0,0,0,38,1444,1,1,8,2,2,1,345.0,3,3,4,0,4.0,3.0,3.0,3.0,1,1,1,1,1.0,4,4
1,0,0,0,0,0,61,3721,1,1,9,1,1,1,100.0,3,4,7,0,3.0,1.0,1.0,1.0,1,1,1,0,0.75,5,5
1,0,0,0,0,0,68,4624,1,1,8,1,1,3,60.0,2,3,7,0,3.0,2.0,2.0,3.0,1,1,1,0,0.75,5,4
1,0,0,0,0,0,55,3025,2,0,9,1,1,1,450.0,3,4,7,0,3.0,1.0,2.0,4.0,0,1,0,1,0.5,5,5
1,0,0,0,0,0,48,2304,2,0,8,1,1,2,114.0,2,3,1,0,4.0,1.0,1.0,1.0,0,0,0,0,0.0,4,4
1,0,0,0,0,0,22,484,2,0,9,1,1,1,300.0,2,3,7,0,5.0,1.0,1.0,5.0,0,1,0,0,0.25,5,5
1,0,0,0,0,0,44,1936,2,0,9,1,1,2,20.0,2,1,7,0,4.0,3.0,5.0,3.0,0,0,0,1,0.25,5,5
1,0,0,0,0,0,61,3721,1,1,8,1,1,1,1700.0,2,4,7,0,3.0,2.0,1.0,1.0,0,0,0,0,0.0,5,5
1,0,0,1,0,0,29,841,2,0,9,1,1,1,100.0,3,3,4,0,5.0,5.0,5.0,5.0,0,0,0,0,0.0,5,5
1,0,0,0,0,0,55,3025,2,0,8,1,1,3,41.0,2,4,7,0,4.0,2.0,2.0,4.0,0,1,0,0,0.25,5,4
1,0,0,1,0,0,52,2704,1,1,9,1,1,1,58.0,3,1,7,0,5.0,5.0,5.0,5.0,0,1,1,1,0.75,5,5
1,0,0,1,0,0,45,2025,1,1,8,1,1,2,400.0,3,1,8,0,4.0,4.0,5.0,3.0,0,0,0,0,0.0,5,4
1,0,0,0,0,0,48,2304,2,0,9,1,1,1,174.0,3,4,5,0,4.0,1.0,1.0,3.0,0,1,0,0,0.25,4,5
1,0,0,0,0,0,26,676,2,0,9,1,1,1,638.0,3,3,6,0,3.0,2.0,1.0,2.0,0,1,0,1,0.5,5,4
1,0,0,0,0,0,48,2304,1,1,8,1,1,1,350.0,2,4,1,0,4.0,4.0,1.0,2.0,0,0,0,0,0.0,4,3
1,0,0,0,0,0,36,1296,1,1,9,1,1,1,120.0,2,1,7,0,1.0,1.0,1.0,1.0,0,0,1,0,0.25,5,4
1,0,0,0,0,0,24,576,1,1,8,1,1,1,100.0,1,3,7,0,,,,,1,1,1,1,1.0,4,4
1,0,0,0,0,0,64,4096,1,1,8,1,1,2,10.0,2,3,7,0,1.0,1.0,1.0,1.0,1,0,1,0,0.5,5,5
1,0,0,0,0,0,69,4761,1,1,9,1,1,2,50.0,2,2,7,0,2.0,2.0,2.0,2.0,0,1,1,0,0.5,5,5
1,0,0,0,0,0,47,2209,1,1,9,1,1,1,500.0,1,4,8,0,,,,,0,0,0,0,0.0,5,5
1,0,0,0,0,0,38,1444,1,1,8,1,1,1,70.0,3,3,7,0,4.0,2.0,1.0,1.0,0,1,1,0,0.5,4,3
1,0,0,0,0,0,72,5184,1,1,9,1,1,1,50.0,3,1,2,1,4.0,1.0,1.0,5.0,0,1,0,0,0.25,4,4
1,0,0,0,0,0,50,2500,1,1,8,2,1,1,300.0,3,4,1,0,4.0,1.0,3.0,3.0,0,1,1,0,0.5,5,5
1,0,0,0,0,0,46,2116,1,1,8,1,1,1,100.0,3,3,1,0,5.0,1.0,1.0,4.0,0,1,1,1,0.75,5,5
1,0,0,0,0,0,65,4225,1,1,8,1,1,1,350.0,3,9,8,0,4.0,3.0,3.0,4.0,0,1,0,0,0.25,5,5
1,0,0,0,0,0,49,2401,1,1,9,2,1,3,4.0,2,1,7,0,4.0,1.0,1.0,4.0,0,1,1,1,0.75,4,3
1,0,0,0,0,0,67,4489,1,1,9,1,1,1,3.0,2,3,7,0,1.0,1.0,1.0,1.0,1,1,1,0,0.75,3,1
1,0,0,1,0,0,61,3721,1,1,9,1,1,2,500.0,2,4,1,0,1.0,3.0,5.0,1.0,0,0,0,1,0.25,5,5
1,0,0,0,0,0,65,4225,1,1,8,2,2,1,220.0,3,3,1,0,3.0,2.0,3.0,3.0,0,1,1,1,0.75,5,4
1,0,0,0,0,0,67,4489,1,1,8,1,1,1,60.0,2,3,1,0,1.0,1.0,1.0,1.0,0,1,0,0,0.25,4,3
1,0,0,0,0,0,34,1156,1,1,9,1,1,1,500.0,2,3,7,0,3.0,3.0,3.0,4.0,0,0,1,1,0.5,4,4
1,0,0,0,0,0,22,484,1,1,9,3,3,1,0.0,2,1,8,0,3.0,2.0,2.0,2.0,1,0,1,0,0.5,3,3
1,0,0,0,0,0,29,841,1,1,9,1,1,2,150.0,2,3,7,0,4.0,3.0,4.0,4.0,0,0,0,0,0.0,3,3
1,0,0,0,0,0,44,1936,1,1,8,1,1,1,25.0,3,1,7,0,4.0,3.0,4.0,5.0,0,1,1,1,0.75,4,3
1,0,0,0,0,0,66,4356,1,1,8,1,1,1,150.0,3,1,8,0,3.0,1.0,3.0,5.0,1,1,0,0,0.5,5,5
1,0,0,0,0,0,27,729,1,1,9,1,1,1,100.0,3,6,4,0,5.0,1.0,3.0,2.0,0,0,0,1,0.25,4,3
1,0,0,0,0,0,26,676,1,1,8,1,1,1,100.0,3,2,7,0,3.0,2.0,1.0,3.0,0,0,1,0,0.25,5,4
1,0,0,0,0,0,28,784,1,1,8,1,1,3,30000.0,3,1,4,0,3.0,2.0,3.0,4.0,0,0,0,0,0.0,3,3
1,0,0,1,0,0,28,784,1,1,8,1,1,1,150.0,3,3,1,0,4.0,4.0,4.0,4.0,0,0,0,0,0.0,3,3
